"id","source","source_label","target","target_label","type"
"2070","124","Bianco, Elisabetta","3753","History, Greek","interest"
"2071","124","Bianco, Elisabetta","3725","Historiography","interest"
"2072","124","Bianco, Elisabetta","3726","Historiography, Greek","interest"
"2073","124","Bianco, Elisabetta","4072","Strategoi, Athenian","interest"
"2074","124","Bianco, Elisabetta","4071","Strategemata","interest"
"2075","125","Boatwright, Mary T.","3792","History, Roman, Principate","interest"
"2076","125","Boatwright, Mary T.","3793","History, Roman, Provincial","interest"
"2077","125","Boatwright, Mary T.","3679","Epigraphy","interest"
"2078","126","Bocchine, Kristin","3843","Jews","interest"
"2079","126","Bocchine, Kristin","3846","Judaism","interest"
"2080","126","Bocchine, Kristin","3844","Judaea","interest"
"2081","127","Bond, Sarah E.","3679","Epigraphy","interest"
"2082","127","Bond, Sarah E.","3683","Epigraphy, Latin","interest"
"2083","127","Bond, Sarah E.","3679","Epigraphy","interest"
"2084","127","Bond, Sarah E.","3681","Epigraphy, Greek","interest"
"2085","127","Bond, Sarah E.","3743","History, Economic","interest"
"2086","127","Bond, Sarah E.","3743","History, Economic","interest"
"2087","127","Bond, Sarah E.","3746","History, Economic, Roman","interest"
"2088","127","Bond, Sarah E.","4099","Tradesmen / Artisans","interest"
"2089","128","Bosak-Schroeder, Clara","3725","Historiography","interest"
"2090","128","Bosak-Schroeder, Clara","3726","Historiography, Greek","interest"
"2091","128","Bosak-Schroeder, Clara","3772","History, Military","interest"
"2092","128","Bosak-Schroeder, Clara","3773","History, Military, Greek","interest"
"2093","128","Bosak-Schroeder, Clara","3772","History, Military","interest"
"2094","128","Bosak-Schroeder, Clara","3774","History, Military, Roman","interest"
"2095","128","Bosak-Schroeder, Clara","3750","History, Environmental","interest"
"2096","128","Bosak-Schroeder, Clara","4073","Sts (in Relation To Environmental History)","interest"
"2097","129","Brill, Sara","3988","Plato","interest"
"2098","129","Brill, Sara","3563","Aristotle","interest"
"2099","129","Brill, Sara","4100","Tragedy","interest"
"2100","129","Brill, Sara","3884","Literature, Classical, Women","interest"
"2101","129","Brill, Sara","3926","Medicine","interest"
"2102","129","Brill, Sara","3928","Medicine, Women In","interest"
"2103","129","Brill, Sara","3983","Philosophy","interest"
"2104","129","Brill, Sara","3985","Philosophy, Women In","interest"
"2105","130","Brown, Amelia","4016","Religion","interest"
"2106","130","Brown, Amelia","4018","Religion, Greek","interest"
"2107","130","Brown, Amelia","3816","Identity","interest"
"2108","130","Brown, Amelia","3823","Identity, Greek","interest"
"2109","130","Brown, Amelia","3769","History, Maritime","interest"
"2110","131","Burman, Annie","3545","Antiquarianism, Roman","interest"
"2111","131","Burman, Annie","3816","Identity","interest"
"2112","131","Burman, Annie","3822","Identity, Ethnic, Roman","interest"
"2113","131","Burman, Annie","3826","Ideology","interest"
"2114","131","Burman, Annie","4034","Rhetoric","interest"
"2115","131","Burman, Annie","3583","Bilingualism","interest"
"2116","131","Burman, Annie","3875","Linguistic Relations In Italy","interest"
"2117","132","Burrus, Virginia","3865","Late Antiquity","interest"
"2118","132","Burrus, Virginia","4027","Religions, Greco-Roman","interest"
"2119","132","Burrus, Virginia","3768","History, Literary, Christianity","interest"
"2120","132","Burrus, Virginia","3738","History, Cultural","interest"
"2121","132","Burrus, Virginia","3738","History, Cultural","interest"
"2122","132","Burrus, Virginia","3739","History, Cultural, Christianity","interest"
"2123","132","Burrus, Virginia","3739","History, Cultural, Christianity","interest"
"2124","132","Burrus, Virginia","3702","Gender","interest"
"2125","132","Burrus, Virginia","4052","Sexuality","interest"
"2126","132","Burrus, Virginia","3966","Orthodoxy","interest"
"2127","132","Burrus, Virginia","3723","Heresy","interest"
"2128","133","Cameron, Averil ","3586","Byzantine","interest"
"2129","133","Cameron, Averil ","3764","History, Late Antique","interest"
"2130","133","Cameron, Averil ","3743","History, Economic","interest"
"2131","134","Campa, Naomi T.","3776","History, Political","interest"
"2132","134","Campa, Naomi T.","3776","History, Political","interest"
"2133","134","Campa, Naomi T.","3778","History, Political, Greek","interest"
"2134","134","Campa, Naomi T.","3757","History, Intellectual","interest"
"2135","134","Campa, Naomi T.","3757","History, Intellectual","interest"
"2136","134","Campa, Naomi T.","3758","History, Intellectual, Greek","interest"
"2137","135","Campbell, Virginia","3707","Graffiti","interest"
"2138","135","Campbell, Virginia","4002","Pompeii","interest"
"2139","135","Campbell, Virginia","3679","Epigraphy","interest"
"2140","135","Campbell, Virginia","3788","History, Roman","interest"
"2141","135","Campbell, Virginia","4093","Tombs","interest"
"2142","136","Carlon, Jacqueline","3787","History, Republic, Roman","interest"
"2143","136","Carlon, Jacqueline","3908","Literature, Roman, Women In","interest"
"2144","136","Carlon, Jacqueline","3989","Pliny","interest"
"2145","136","Carlon, Jacqueline","4080","Tacitus","interest"
"2146","136","Carlon, Jacqueline","3816","Identity","interest"
"2147","136","Carlon, Jacqueline","3819","Identity, Elite, Empire, Roman","interest"
"2148","137","Carr, Karen","3865","Late Antiquity","interest"
"2149","137","Carr, Karen","4003","Pottery","interest"
"2150","137","Carr, Karen","4004","Pottery, Roman","interest"
"2151","137","Carr, Karen","4067","Spain, Roman","interest"
"2152","138","Castelli, Elizabeth","4013","Reception Histories Of Early Christian Texts","interest"
"2153","138","Castelli, Elizabeth","3702","Gender","interest"
"2154","138","Castelli, Elizabeth","4052","Sexuality","interest"
"2155","138","Castelli, Elizabeth","4107","Violence","interest"
"2213","148","Cole, Emily","3661","Egypt","interest"
"2156","138","Castelli, Elizabeth","3916","Martyrdom","interest"
"2157","138","Castelli, Elizabeth","4114","Women","interest"
"2158","138","Castelli, Elizabeth","3597","Christianity","interest"
"2159","138","Castelli, Elizabeth","3599","Christianity, Early","interest"
"2160","138","Castelli, Elizabeth","4085","Theory","interest"
"2161","138","Castelli, Elizabeth","3931","Melania(S)","interest"
"2162","139","Cazemier, Annelies","3714","Greek East","interest"
"2581","220","Hemelrijk, Emily","4016","Religion","interest"
"2163","139","Cazemier, Annelies","3716","Greek East, Roman Rule","interest"
"2164","139","Cazemier, Annelies","4016","Religion","interest"
"2165","139","Cazemier, Annelies","4018","Religion, Greek","interest"
"2166","139","Cazemier, Annelies","3572","Associations","interest"
"2167","140","Cheung, Caroline ","3788","History, Roman","interest"
"2168","140","Cheung, Caroline ","3547","Archaeology","interest"
"2169","140","Cheung, Caroline ","3558","Archaeology, Roman","interest"
"2170","141","Chin, Catherine","3799","History, Social","interest"
"2171","141","Chin, Catherine","3757","History, Intellectual","interest"
"2172","141","Chin, Catherine","4037","Ritual, Christian, Early","interest"
"2173","141","Chin, Catherine","3635","Culture, Literary, Late Antiquity","interest"
"2174","141","Chin, Catherine","3865","Late Antiquity","interest"
"2175","141","Chin, Catherine","3597","Christianity","interest"
"2176","141","Chin, Catherine","3599","Christianity, Early","interest"
"2177","141","Chin, Catherine","3931","Melania(S)","interest"
"2178","142","Christensen, Alexis","3799","History, Social","interest"
"2179","142","Christensen, Alexis","3807","History, Social, Roman","interest"
"2180","142","Christensen, Alexis","3789","History, Roman, Early","interest"
"2181","142","Christensen, Alexis","3547","Archaeology","interest"
"2182","142","Christensen, Alexis","3558","Archaeology, Roman","interest"
"2183","142","Christensen, Alexis","3565","Art","interest"
"2184","142","Christensen, Alexis","3568","Art, Roman","interest"
"2185","142","Christensen, Alexis","3565","Art","interest"
"2186","142","Christensen, Alexis","3568","Art, Roman","interest"
"2187","142","Christensen, Alexis","3651","Display, Competitive, Italo-Roman","interest"
"2188","142","Christensen, Alexis","3561","Architecture, Domestic, Roman","interest"
"2189","143","Clark, Anna","4016","Religion","interest"
"2190","143","Clark, Anna","4024","Religion, Roman","interest"
"2191","143","Clark, Anna","3787","History, Republic, Roman","interest"
"2192","144","Clark, Gillian","3888","Literature, Late Antiquity","interest"
"2193","144","Clark, Gillian","4016","Religion","interest"
"2194","144","Clark, Gillian","4019","Religion, Late Antiquity","interest"
"2195","144","Clark, Gillian","3611","City Of God","interest"
"2196","145","Clarke, Katherine","3788","History, Roman","interest"
"2197","145","Clarke, Katherine","3756","History, Hellenistic","interest"
"2198","146","Closs, Virginia","3898","Literature, Poetry, Latin, Empire, Roman","interest"
"2199","146","Closs, Virginia","3903","Literature, Poetry, Neronian ","interest"
"2200","146","Closs, Virginia","3895","Literature, Poetry, Flavian","interest"
"2201","146","Closs, Virginia","3725","Historiography","interest"
"2202","146","Closs, Virginia","3728","Historiography, Latin, Poetic Influences","interest"
"2203","146","Closs, Virginia","3679","Epigraphy","interest"
"2204","146","Closs, Virginia","3683","Epigraphy, Latin","interest"
"2205","147","Cobb, Stephanie","3702","Gender","interest"
"2206","147","Cobb, Stephanie","4114","Women","interest"
"2207","147","Cobb, Stephanie","3916","Martyrdom","interest"
"2208","147","Cobb, Stephanie","3917","Masculinity","interest"
"2209","147","Cobb, Stephanie","4048","Second Century","interest"
"2210","147","Cobb, Stephanie","3931","Melania(S)","interest"
"2211","147","Cobb, Stephanie","3597","Christianity","interest"
"2212","147","Cobb, Stephanie","3599","Christianity, Early","interest"
"2214","148","Cole, Emily","3663","Egypt, Graeco-Roman","interest"
"2215","148","Cole, Emily","3775","History, Multilingualism","interest"
"2216","148","Cole, Emily","3799","History, Social","interest"
"2217","150","Connolly, Serena","3788","History, Roman","interest"
"2218","150","Connolly, Serena","3799","History, Social","interest"
"2219","150","Connolly, Serena","3808","History, Social, Roman, Late","interest"
"2220","150","Connolly, Serena","3776","History, Political","interest"
"2221","150","Connolly, Serena","3765","History, Legal","interest"
"2222","179","Eberle, Lisa","3765","History, Legal","interest"
"2223","150","Connolly, Serena","3889","Literature, Latin","interest"
"2224","150","Connolly, Serena","3892","Literature, Latin, Non-Elite","interest"
"2225","151","Constantakopoulou, Christy","3533","Aegean","interest"
"2226","151","Constantakopoulou, Christy","3952","Network Theory","interest"
"2227","151","Constantakopoulou, Christy","3725","Historiography","interest"
"2228","151","Constantakopoulou, Christy","3726","Historiography, Greek","interest"
"2229","152","Cooley, Alison","3679","Epigraphy","interest"
"2230","152","Cooley, Alison","3683","Epigraphy, Latin","interest"
"2231","152","Cooley, Alison","3576","Augustus","interest"
"2232","153","Cooper, Kate","3764","History, Late Antique","interest"
"2233","153","Cooper, Kate","3541","Angels","interest"
"2234","153","Cooper, Kate","4094","Topography","interest"
"2235","154","Coppolino, Nina C.","3678","Epic, Latin","interest"
"2236","154","Coppolino, Nina C.","3894","Literature, Poetry, Didactic, Latin ","interest"
"2237","154","Coppolino, Nina C.","3860","Language, Greek","interest"
"2238","154","Coppolino, Nina C.","3863","Language, Latin","interest"
"2239","154","Coppolino, Nina C.","3613","Civilization, Greek","interest"
"2240","154","Coppolino, Nina C.","3614","Civilization, Roman","interest"
"2241","154","Coppolino, Nina C.","3886","Literature, Greek, In Translation","interest"
"2242","154","Coppolino, Nina C.","3889","Literature, Latin","interest"
"2243","154","Coppolino, Nina C.","3891","Literature, Latin, In Translation","interest"
"2244","154","Coppolino, Nina C.","4034","Rhetoric","interest"
"2245","154","Coppolino, Nina C.","4035","Rhetoric, Greek","interest"
"2246","154","Coppolino, Nina C.","3725","Historiography","interest"
"2247","155","Cornwell, Hannah","3828","Imperialism","interest"
"2248","155","Cornwell, Hannah","3829","Imperialism, Roman","interest"
"2249","155","Cornwell, Hannah","3799","History, Social","interest"
"2250","155","Cornwell, Hannah","3807","History, Social, Roman","interest"
"2251","155","Cornwell, Hannah","3776","History, Political","interest"
"2252","155","Cornwell, Hannah","3776","History, Political","interest"
"2253","155","Cornwell, Hannah","3782","History, Political, Roman","interest"
"2254","155","Cornwell, Hannah","3648","Diplomacy","interest"
"2255","155","Cornwell, Hannah","3649","Diplomacy, Roman","interest"
"2256","155","Cornwell, Hannah","4063","Space","interest"
"2257","155","Cornwell, Hannah","4065","Space, Roman","interest"
"2258","155","Cornwell, Hannah","3679","Epigraphy","interest"
"2259","155","Cornwell, Hannah","3683","Epigraphy, Latin","interest"
"2260","156","Cowan, Eleanor","3788","History, Roman","interest"
"2261","156","Cowan, Eleanor","4039","Rome, Augustan","interest"
"2262","156","Cowan, Eleanor","4042","Rome, Tiberian","interest"
"2263","156","Cowan, Eleanor","3725","Historiography","interest"
"2264","157","Crawley Quinn, Josephine","3799","History, Social","interest"
"2265","157","Crawley Quinn, Josephine","3807","History, Social, Roman","interest"
"2793","253","Larson, Stephanie","3702","Gender","interest"
"2266","157","Crawley Quinn, Josephine","3547","Archaeology","interest"
"2267","157","Crawley Quinn, Josephine","3559","Archaeology, Roman, Provincial","interest"
"2268","157","Crawley Quinn, Josephine","3679","Epigraphy","interest"
"2269","157","Crawley Quinn, Josephine","3683","Epigraphy, Latin","interest"
"2270","157","Crawley Quinn, Josephine","3679","Epigraphy","interest"
"2271","157","Crawley Quinn, Josephine","3681","Epigraphy, Greek","interest"
"2272","158","Cribiore, Raffaella","3658","Education","interest"
"2273","158","Cribiore, Raffaella","3969","Papyrology","interest"
"2274","158","Cribiore, Raffaella","4034","Rhetoric","interest"
"2275","158","Cribiore, Raffaella","4035","Rhetoric, Greek","interest"
"2276","158","Cribiore, Raffaella","4049","Second Sophistic","interest"
"2277","158","Cribiore, Raffaella","3872","Libanius","interest"
"2278","159","Cuomo, Serafina","4046","Science","interest"
"2279","159","Cuomo, Serafina","4082","Technology","interest"
"2280","160","Dalton, Krista","3865","Late Antiquity","interest"
"2281","160","Dalton, Krista","3845","Judaea, Roman","interest"
"2282","160","Dalton, Krista","3907","Literature, Rabbinic, Palestinian","interest"
"2283","160","Dalton, Krista","3594","Charity","interest"
"2284","160","Dalton, Krista","3935","Midrash","interest"
"2285","161","Dasios, Maria","3918","Material Culture","interest"
"2286","161","Dasios, Maria","3588","Byzantine Studies","interest"
"2287","161","Dasios, Maria","3865","Late Antiquity","interest"
"2288","162","Debnar, Paula","3862","Language, Greek, Homeric ","interest"
"2289","162","Debnar, Paula","4034","Rhetoric","interest"
"2290","162","Debnar, Paula","4035","Rhetoric, Greek","interest"
"2291","162","Debnar, Paula","3730","History","interest"
"2292","162","Debnar, Paula","3725","Historiography","interest"
"2293","162","Debnar, Paula","3687","Ethnicity","interest"
"2294","162","Debnar, Paula","4101","Tragedy, Greek","interest"
"2295","163","DeConick, April D.","3953","New Testament","interest"
"2296","163","DeConick, April D.","3878","Literature, Christian","interest"
"2297","163","DeConick, April D.","3880","Literature, Christian, Early","interest"
"2298","163","DeConick, April D.","3705","Gnosticism","interest"
"2299","164","Dello Russo, Jessica","3730","History","interest"
"2300","164","Dello Russo, Jessica","3547","Archaeology","interest"
"2301","164","Dello Russo, Jessica","3597","Christianity","interest"
"2302","164","Dello Russo, Jessica","3597","Christianity","interest"
"2303","164","Dello Russo, Jessica","3598","Christianity, Byzantine, Early","interest"
"2304","164","Dello Russo, Jessica","3606","Christianity, Roman","interest"
"2305","164","Dello Russo, Jessica","3846","Judaism","interest"
"2306","164","Dello Russo, Jessica","3846","Judaism","interest"
"2307","164","Dello Russo, Jessica","3847","Judaism, Byzantine, Early","interest"
"2308","164","Dello Russo, Jessica","3852","Judaism, Roman","interest"
"2309","164","Dello Russo, Jessica","3846","Judaism","interest"
"2310","164","Dello Russo, Jessica","3597","Christianity","interest"
"2311","164","Dello Russo, Jessica","3788","History, Roman","interest"
"2312","164","Dello Russo, Jessica","3587","Byzantine Period, Early","interest"
"2313","165","Deminion, Mary","3869","Law, Roman","interest"
"2314","165","Deminion, Mary","3748","History, Empire, Roman","interest"
"2315","165","Deminion, Mary","3702","Gender","interest"
"2316","166","Demitriou, Denise","3753","History, Greek","interest"
"2317","166","Demitriou, Denise","3753","History, Greek","interest"
"2318","166","Demitriou, Denise","3754","History, Greek, Archaic","interest"
"2319","166","Demitriou, Denise","3755","History, Greek, Classical","interest"
"2320","166","Demitriou, Denise","3687","Ethnicity","interest"
"2321","166","Demitriou, Denise","3631","Cross-Cultural Exchange","interest"
"2322","167","Demougin, Ségolène","3690","Family","interest"
"2323","167","Demougin, Ségolène","3691","Family, Empire, Roman","interest"
"2324","167","Demougin, Ségolène","3679","Epigraphy","interest"
"2325","167","Demougin, Ségolène","4008","Prosopography","interest"
"2326","168","Dench, Emma","3749","History, Empire, Roman, Early","interest"
"2327","168","Dench, Emma","3787","History, Republic, Roman","interest"
"2328","168","Dench, Emma","3816","Identity","interest"
"2329","168","Dench, Emma","3828","Imperialism","interest"
"2330","168","Dench, Emma","3829","Imperialism, Roman","interest"
"2331","168","Dench, Emma","3839","Italy","interest"
"2332","168","Dench, Emma","3972","Past, Roman, Making Of","interest"
"2333","169","DePalma Digeser, Elizabeth","3865","Late Antiquity","interest"
"2334","169","DePalma Digeser, Elizabeth","4016","Religion","interest"
"2335","169","DePalma Digeser, Elizabeth","4024","Religion, Roman","interest"
"2336","169","DePalma Digeser, Elizabeth","3627","Conversion, Religious","interest"
"2337","169","DePalma Digeser, Elizabeth","3983","Philosophy","interest"
"2338","170","DiBiasie Sammons, Jacqueline","3679","Epigraphy","interest"
"2339","170","DiBiasie Sammons, Jacqueline","3683","Epigraphy, Latin","interest"
"2340","170","DiBiasie Sammons, Jacqueline","3707","Graffiti","interest"
"2341","170","DiBiasie Sammons, Jacqueline","3547","Archaeology","interest"
"2342","170","DiBiasie Sammons, Jacqueline","3558","Archaeology, Roman","interest"
"2343","170","DiBiasie Sammons, Jacqueline","4007","Private Life, Roman","interest"
"2344","170","DiBiasie Sammons, Jacqueline","4063","Space","interest"
"2345","170","DiBiasie Sammons, Jacqueline","4064","Space, Domestic","interest"
"2346","171","Dietz, Maribel","3597","Christianity","interest"
"2347","171","Dietz, Maribel","3604","Christianity, Medieval, Early","interest"
"2348","171","Dietz, Maribel","3597","Christianity","interest"
"2349","171","Dietz, Maribel","3602","Christianity, Late Antique","interest"
"2350","171","Dietz, Maribel","3597","Christianity","interest"
"2351","172","Dignas, Beate","3570","Asia Minor","interest"
"2352","172","Dignas, Beate","3785","History, Religion","interest"
"2353","173","Dodge, Hazel","3788","History, Roman","interest"
"2354","173","Dodge, Hazel","3547","Archaeology","interest"
"2355","173","Dodge, Hazel","3558","Archaeology, Roman","interest"
"2356","173","Dodge, Hazel","4104","Urbanization","interest"
"2357","173","Dodge, Hazel","3929","Mediterranean, Eastern","interest"
"2358","174","Doerfler, Maria","3865","Late Antiquity","interest"
"2359","174","Doerfler, Maria","3799","History, Social","interest"
"2360","174","Doerfler, Maria","3869","Law, Roman","interest"
"2361","174","Doerfler, Maria","3943","Monastic And Clerical Formation In Latin West","interest"
"2362","174","Doerfler, Maria","3944","Monasticism","interest"
"2363","174","Doerfler, Maria","3931","Melania(S)","interest"
"2364","175","Donahoe, Colleen","3772","History, Military","interest"
"2365","175","Donahoe, Colleen","3774","History, Military, Roman","interest"
"2366","175","Donahoe, Colleen","3547","Archaeology","interest"
"2367","176","Dowling, Melissa","3721","Heliodorus","interest"
"2368","176","Dowling, Melissa","3618","Clemency","interest"
"2369","177","Drake, Susanna","3865","Late Antiquity","interest"
"2370","177","Drake, Susanna","3842","Jewish-Christian Relations","interest"
"2371","177","Drake, Susanna","3846","Judaism","interest"
"2372","177","Drake, Susanna","3597","Christianity","interest"
"2373","177","Drake, Susanna","4052","Sexuality","interest"
"2374","177","Drake, Susanna","3702","Gender","interest"
"2375","177","Drake, Susanna","4105","Veiling Practices","interest"
"2376","177","Drake, Susanna","3931","Melania(S)","interest"
"2377","178","Ebbeler, Jen","3748","History, Empire, Roman","interest"
"2378","178","Ebbeler, Jen","3791","History, Roman, Late Antique","interest"
"2379","178","Ebbeler, Jen","4069","Specialty In Augustine","interest"
"2380","179","Eberle, Lisa","3767","History, Legal, Roman","interest"
"2381","179","Eberle, Lisa","3766","History, Legal, Greek","interest"
"2382","180","Eidinow, Esther","4016","Religion","interest"
"2383","180","Eidinow, Esther","4018","Religion, Greek","interest"
"2384","180","Eidinow, Esther","4047","Science, Cognitive","interest"
"2385","181","Elm, Susanna","3764","History, Late Antique","interest"
"2386","181","Elm, Susanna","3973","Patristics","interest"
"2387","181","Elm, Susanna","4056","Slavery","interest"
"2388","182","Eramo, Immacolata","3981","Philology","interest"
"2389","182","Eramo, Immacolata","3992","Polemography, Byzantine","interest"
